Id,experiencia_profissional_prejudicada,Não acredito que minha experiência profissional seja afetada,Experiencia prejudicada devido a minha Cor Raça Etnia,Experiencia prejudicada devido a minha identidade de gênero,Experiencia prejudicada devido ao fato de ser PCD,aspectos_prejudicados,Quantidade de oportunidades de emprego/vagas recebidas,Senioridade das vagas recebidas em relação à sua experiência,Aprovação em processos seletivos/entrevistas,Oportunidades de progressão de carreira,Velocidade de progressão de carreira,Nível de cobrança no trabalho/Stress no trabalho,Atenção dada diante das minhas opiniões e ideias
8efk9f88c5j12pe8efkj2g1k6ybw05we,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,1.0,0.0,0.0
8eu13mld1yjauo7yq9b8eu138aifaq3s,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,1.0,1.0,0.0,1.0
8fjl38tao7yk7xm8fjl3py1qmy1byxm5,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0
8h0vyam4pka4e88h0vvw6ofpily2uyuj,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,1.0,1.0,0.0,1.0
8h326kkezdptisp8h32pfxo7l266918a,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,1.0,1.0,1.0,0.0,0.0
8h3hjqtla6jrb3y013ivh78h3hjqh2ws,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,0.0,0.0,1.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,0.0,0.0,0.0,0.0
8hgycoo1czs4f7jf4t8hgsn2s0f8b295,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Nível de cobrança no trabalho / Stress no trabalho, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,0.0,1.0,1.0
8imwyhpkk6ytmeq3nf8imwyhph22lmmq,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Velocidade de progressão de carreira,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8j4h13bn4qfkrpj8j4h133hull0hszc2,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Nível de cobrança no trabalho / Stress no trabalho",0.0,0.0,0.0,1.0,1.0,1.0,0.0
8kajgw6qf7ypxuvy8kajgzw9q87ico9k,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,1.0,1.0,0.0,1.0
8ma6xzjc593rfl7qsmet8ma6k85ss8zy,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8npjh2i1832zitd078648npjh2ix40y5,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,1.0,1.0,0.0,1.0
8o1voy0mgw6dn2f9e8o1voj7su19q040,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Oportunidades de progressão de carreira,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8oof0dzfsvzo925jqmz38oof7v5a8077,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,0.0,0.0,0.0,1.0
8ovk6hf46ukut13s8ovkh3lhc22105mn,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,1.0,1.0
8pxx9w3h0et5je9o8pxx9wx8w6swo7xk,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0
8qfb1898yz07u2tfep88qfb1ibfk6y3n,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,1.0,0.0,1.0,1.0,1.0
8t6ld98fbamsidb89tl618t6ldgs5u6i,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,1.0,1.0
8te2i17cwubuikgxb8te2hz5im19eevh,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Atenção dada pelas pessoas diante das minhas opiniões e ideias,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8tt9zedtbf2ys1aiezwq8tt9z2t6dxe9,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ttjly1ota1ixy5x8ttjlr13tbyre5u6,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8u9a4r690wznxo7ek78u9a1u7rzuznf0,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho, Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,0.0,0.0,0.0,1.0
8vh8vyiaj1oq38o8vh8juv6xrj39t934,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,1.0,1.0
90xevgiflkwq5hpzga90xevghqx8xp00,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0
91tkywok57zpqcd91tky2v1dminee22j,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência",1.0,1.0,1.0,1.0,1.0,0.0,0.0
93fnfpbfutgkd9gc71lq8p93fnfp99az,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,1.0,1.0,1.0,0.0,1.0
94yko75db5dny3y394yko7dr2fqp480f,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,0.0,0.0,0.0,1.0,1.0
97ui4aq5d6dobj8o97ui4nxqvh4s3r3j,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,0.0,0.0,0.0,0.0
9855k3fnpzfhrk9855h5dff9stdj950n,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Em função da minha idade,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9bzmx3z0tmc2f772o1j9bzmx3yfnnj1p,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,0.0,0.0,1.0,0.0,1.0
9c6dbj4qrqcnpfqqqtxjz9c6dbj4n6hm,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9dmmvzp8j985azloz9dmufw7prr2gh0m,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0
9e8lpk6anes2fxtr69reej8duu3gwjrc,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira",0.0,0.0,0.0,1.0,1.0,0.0,0.0
9ek8n6hzjzvslqu4g9ek8f1dz9s3uvgt,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9f5ysulmxr31zw89f5ysgwj8v2svbest,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",1.0,0.0,1.0,1.0,1.0,0.0,1.0
9fi7a9zi520sxg1siv9fiq5782pdzdsj,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,0.0,1.0,0.0,0.0
9fl2thq7sgyd86d7gtws9fl2tsd3nbz8,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,0.0,1.0
9fvpqyhvovrkomyke9fvpd5t9tuylbyk,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",0.0,0.0,0.0,0.0,1.0,0.0,1.0
9go58e071dn35nqat3s9go5l2kby413c,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,1.0,1.0,1.0,1.0,1.0
9hq6fpg5ncx90fbl79hq6fnpvtul151s,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,1.0,1.0
9ki7shfngp49k0rwd9klrq7nu6yxzkzo,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,0.0,1.0,0.0,0.0
9lg1y9b2936seem6u7d9lg1y9tgejsrj,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,1.0,1.0,1.0,0.0,0.0
